taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Ecosystem Subtype	Culture Type	Depth In Meters	Proportal Clade	Proportal Ecotype	Genome Size   * assembled	Gene Count   * assembled	
2889370393	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-896-G19	Woods Hole Oceanographic Institution	2889370393	Pelagic					825942	1053	
2716884485	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-670-O19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884485	Pelagic			Not Assigned	High light adapted (HL)	746243	894	
2716884808	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-676-L21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884808	Pelagic			HLI	High light adapted (HL)	1366184	1642	
2651870165	Bacteria	Draft	Water column microbial communities from Red Sea, Saudi Arabia	Prochlorococcus sp. REDSEA-S28_B1	King Abdullah University of Science and Technology	2651870165						926852	1181	
2667527252	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-M23 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527252	Pelagic			HLII	High light adapted (HL)	1505696	1753	
2716884646	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-321-K06	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884646	Pelagic			HLI	High light adapted (HL)	172047	201	
2681812859	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus sp. MIT0917	Massachusetts Institute of Technology, University of Massachusetts Medical School (UMMS)	2681812859	Epipelagic	Isolate	200	LLI	Low light adapted (LL)	1924674	2224	
2716884407	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-418-L19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884407	Pelagic			HLII	High light adapted (HL)	684985	772	
638341213	Bacteria	Permanent Draft	Synechococcus sp. RS9917	Synechococcus sp. RS9917	J. Craig Venter Institute (JCVI)	638341213	Marginal Sea	Isolate	10	5.1B-VIII		2579542	2822	
2615840567	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 L6 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2615840567	Unclassified		53			2357760	3615	
2615840575	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 M20 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2615840575	Unclassified		53			1040702	1613	
2667527321	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-B23 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527321	Pelagic			HLII	High light adapted (HL)	1220092	1476	
2716884350	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-341-O20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884350	Pelagic			LLI	Low light adapted (LL)	269424	317	
2667527351	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-P16 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527351	Pelagic			HLII	High light adapted (HL)	1457356	1795	
2716884666	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-673-B04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884666	Pelagic			CDR2		1402151	1740	
2716884433	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-436-C13	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884433	Pelagic			LLII/III	Low light adapted (LL)	1551218	1829	
2716884388	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-B05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884388	Pelagic			Not Assigned	Low light adapted (LL)	1797579	1953	
2667527356	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-363-A05 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527356	Pelagic			HLII	High light adapted (HL)	792439	938	
2667527284	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-A09 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527284	Pelagic			HLII	High light adapted (HL)	1516538	1775	
2716884473	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-670-J16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884473	Pelagic			HLI	High light adapted (HL)	1283623	1572	
2718217657	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AD-598-C06	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2718217657	Oceanic		100			859394	976	
649990022	Bacteria	Finished	Synechococcus sp. CB0101	Synechococcus sp. CB0101 GCA_000179235.1	J. Craig Venter Institute (JCVI)	649990022	Unclassified	Isolate				2686395	3049	
2667527291	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-J09 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527291	Pelagic			HLII	High light adapted (HL)	1583267	1876	
2626541521	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 M10 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541521	Unclassified		53			677609	889	
2716884701	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-316-P23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884701	Pelagic			Not Assigned	Low light adapted (LL)	398905	447	
2716884636	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-311-M23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884636	Pelagic			HLI	High light adapted (HL)	651213	785	
2716884467	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-463-J16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884467	Pelagic			Not Assigned	Low light adapted (LL)	717740	835	
2910066838	Bacteria	Finished	Marine Synechococcus complete genomes	Synechococcus sp. ROS8604	Sorbonne University	2910066838	Unclassified	Isolate	0			2876904	3438	
2716884751	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-K04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884751	Pelagic			LLII/III	Low light adapted (LL)	1414612	1576	
2716884735	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-N17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884735	Pelagic			HLII	High light adapted (HL)	1144060	1401	
2606217315	Bacteria	Permanent Draft	Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus	Prochlorococcus marinus SS51	Massachusetts Institute of Technology	2606217315	Epipelagic	Isolate	120	LLII/III	Low light adapted (LL)	1746977	1941	
2667527312	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-363-O06 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527312	Pelagic			Not Assigned	Low light adapted (LL)	1419431	1544	
2716884718	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-335-F06	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884718	Pelagic			HLI	High light adapted (HL)	361666	409	
2667527276	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-N21 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527276	Pelagic			Not Assigned	Low light adapted (LL)	1364872	1545	
2716884682	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-311-I02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884682	Pelagic			LLI	Low light adapted (LL)	195290	271	
2716884348	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-341-L22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884348	Pelagic			LLI	Low light adapted (LL)	483633	631	
2716884264	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-L13	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884264	Pelagic			HLII	High light adapted (HL)	971350	1113	
2667527365	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-363-C02 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527365	Pelagic			LLII/III	Low light adapted (LL)	1420347	1636	
2654587781	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_519D13 (unscreened)	Massachusetts Institute of Technology	2654587781	Unclassified		60			1275389	1582	
2716884745	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-I21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884745	Pelagic			Not Assigned	Low light adapted (LL)	643297	728	
2716884456	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-459-A01	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884456	Pelagic			HLI	High light adapted (HL)	773886	996	
2626541519	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 K22 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541519	Unclassified		53			560625	891	
640069321	Bacteria	Finished	Prochlorococcus marinus sequencing - JCVI	Prochlorococcus marinus AS9601	J. Craig Venter Institute	640069321	Epipelagic	Isolate	50	HLII	High light adapted (HL)	1669886	1988	
2716884482	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-670-O09	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884482	Pelagic			HLI	High light adapted (HL)	653196	803	
2615840543	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 D18 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2615840543	Unclassified		53			2210639	3738	
2716884774	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-424-L22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884774	Pelagic			HLII	High light adapted (HL)	299350	420	
2887219999	Bacteria	Permanent Draft	Charting the complexity of the marine microbiome through single cell genomics	Synechococcus sp. AG-905-O11	Woods Hole Oceanographic Institution	2887219999	Pelagic					340717	421	
2648501450	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_521B10 (unscreened)	Massachusetts Institute of Technology	2648501450	Unclassified		60			1485489	1796	
2823447967	Bacteria	Finished	ProPortal-Culture-Genomes	Synechococcus sp. MIT9508	Massachusetts Institute of Technology	2823447967	Epipelagic	Isolate	0	5.1B-VII		2502434	2983	
2716884419	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-424-P18	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884419	Pelagic			HLII	High light adapted (HL)	1479330	1790	
2648501142	Bacteria	Permanent Draft	Sequencing of marine cyanobacteria Prochlorococcus single-cell genomes from the Bermuda Atlantic Time Series (BATS) station site	Prochlorococcus sp. scB245a_520K10 (unscreened)	Massachusetts Institute of Technology	2648501142	Unclassified		60			1379939	1647	
2716884734	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-G19	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884734	Pelagic			LLI	Low light adapted (LL)	1282444	1531	
2667527306	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-N22 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527306	Pelagic			HLII	High light adapted (HL)	1481069	1758	
2818991563	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-D03	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991563	Oceanic		100			805161	886	
2716884491	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-673-O02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884491	Pelagic			HLI	High light adapted (HL)	1454258	1725	
2716884441	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-436-O11	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884441	Pelagic			HLVI	High light adapted (HL)	1279919	1512	
2818991527	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-J06	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991527	Oceanic		100			621910	662	
2716884468	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-463-L06	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884468	Pelagic			Not Assigned	Low light adapted (LL)	791672	887	
2667527305	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-N21 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527305	Pelagic			HLII	High light adapted (HL)	498766	568	
2818991501	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-N16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991501	Oceanic		100			906323	960	
2791355176	Bacteria	Permanent Draft	Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs	Synechococcus sp. SAT82	CEA Genoscope	2791355176						1036905	1176	
2615840566	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 L3 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2615840566	Unclassified		53			2492423	4498	
2626541511	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 J20 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541511	Unclassified		53			1233135	1985	
647533199	Bacteria	Permanent Draft	Prochlorococcus marinus sequencing - JCVI	Prochlorococcus marinus MIT9202	J. Craig Venter Institute	647533199	Epipelagic	Isolate	79	HLII	High light adapted (HL)	1691453	1930	
2551306554	Bacteria	Permanent Draft	Prochlorococcus sp. W2-W12 Sequencing	Prochlorococcus sp. W8	Massachusetts Institute of Technology	2551306554	Unclassified	Isolate				841756	979	
2651870162	Bacteria	Draft	Water column microbial communities from Red Sea, Saudi Arabia	Prochlorococcus sp. REDSEA-S17_B1	King Abdullah University of Science and Technology	2651870162						1070099	1471	
2848260806	Bacteria	Finished	ProPortal-Culture-Genomes	Prochlorococcus marinus MIT1320	Massachusetts Institute of Technology	2848260806	Epipelagic	Isolate	150	LLIV	Low light adapted (LL)	2500454	2809	
2716884501	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-679-K21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884501	Pelagic			HLI	High light adapted (HL)	1072530	1263	
2716884752	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-L14	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884752	Pelagic			Not Assigned	Low light adapted (LL)	1145608	1285	
2765235963	Bacteria	Finished	Isolation and genomic characterization of the abundant Prochlorococcus species from the Red Sea	Prochlorococcus sp. RS50	King Abdullah University of Science and Technology (KAUST)	2765235963	Unclassified	Isolate	10			1656133	1951	
2551306560	Bacteria	Permanent Draft	Prochlorococcus sp. W2-W12 Sequencing	Prochlorococcus sp. W4	Massachusetts Institute of Technology	2551306560	Unclassified	Isolate				765485	1046	
2716884661	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-331-K04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884661	Pelagic			LLI	Low light adapted (LL)	318947	378	
2818991545	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-F20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991545	Oceanic		100			509342	558	
2818991525	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-J08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991525	Oceanic		100			461235	477	
2716884382	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-K04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884382	Pelagic			LLI	Low light adapted (LL)	1378740	1660	
2716884378	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-C22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884378	Pelagic			HLII	High light adapted (HL)	1171404	1331	
2818991514	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-L20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991514	Oceanic		100			426395	482	
2716884359	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-I04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884359	Pelagic			HLII	High light adapted (HL)	1473772	1719	
2716884765	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-418-B17	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884765	Pelagic			HLII	High light adapted (HL)	1096370	1362	
2667527245	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-L02 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527245	Pelagic			HLII	High light adapted (HL)	1534788	1819	
2716884631	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-686-B21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884631	Pelagic			5.1A-IV		1849691	2197	
2716884358	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-E23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884358	Pelagic			HLII	High light adapted (HL)	1502555	1794	
2818991494	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-O08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991494	Oceanic		100			619850	680	
2667527326	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-K16 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527326	Pelagic			HLII	High light adapted (HL)	1566220	1839	
2716884675	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-683-G11	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884675	Pelagic			5.1B-VII		1287575	1544	
2626541505	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 I23 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541505	Unclassified		53			1656299	2427	
2667527246	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-L17 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527246	Pelagic			HLII	High light adapted (HL)	1517440	1788	
2818991561	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-D07	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991561	Oceanic		100			1252161	1343	
2716884273	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-679-P16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884273	Pelagic			HLI	High light adapted (HL)	828295	1004	
2667527337	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-347-I23 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527337	Pelagic			HLII	High light adapted (HL)	1057338	1289	
637000309	Bacteria	Finished	Prochlorococcus sp. CC9311	Synechococcus sp. CC9311	J. Craig Venter Institute	637000309	Epipelagic	Isolate	95	5.1A-I		2606748	2951	
2716884712	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-335-A05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884712	Pelagic			HLI	High light adapted (HL)	857646	1040	
2818991481	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-P23	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991481	Oceanic		100			172363	207	
2716884740	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-E05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884740	Pelagic			Not Assigned	Low light adapted (LL)	543211	574	
2716884640	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-315-N18	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884640	Pelagic			Not Assigned	Low light adapted (LL)	874329	1004	
2716884281	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Prochlorococcus sp. AG-686-P16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884281	Pelagic			HLI	High light adapted (HL)	832312	1070	
2667527271	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-L23 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527271	Pelagic			HLII	High light adapted (HL)	1662945	1916	
2716884611	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-670-D07	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884611	Pelagic			5.1A-III/XV		1514310	1748	
2667527290	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-J04 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527290	Pelagic			HLII	High light adapted (HL)	1108725	1314	
2667527299	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-L21 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527299	Pelagic			HLII	High light adapted (HL)	659930	757	
2716884607	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-670-A04	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884607	Pelagic			5.1A-II		1188716	1519	
2818991551	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-E05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991551	Oceanic		100			578566	612	
2716884788	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-449-K21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884788	Pelagic			HLII	High light adapted (HL)	705748	858	
2716884387	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-409-A22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884387	Pelagic			HLVI	High light adapted (HL)	1075198	1274	
2716884684	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-311-J05	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884684	Pelagic			HLI	High light adapted (HL)	623148	755	
2716884625	Bacteria	Draft	SCOPE-GRADIENT-SingleCells	Uncultured Synechococcus sp. AG-683-A02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884625	Pelagic			5.1A-I		696769	849	
2778261363	Bacteria	Permanent Draft	Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs	Synechococcus sp. NP17	CEA Genoscope	2778261363						2232102	2435	
2818991541	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-G10	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991541	Oceanic		100			251199	301	
2716884733	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-G10	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884733	Pelagic			LLII/III	Low light adapted (LL)	1620738	1875	
2667527346	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-355-J21 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527346	Pelagic			HLII	High light adapted (HL)	740959	945	
2507262052	Bacteria	Finished	Synechococcus genomes and the evolution of genome size	Synechococcus sp. WH 8016	DOE Joint Genome Institute (JGI)	2507262052	Intertidal zone	Isolate		5.1B-I		2706690	3046	
2716884347	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-341-I22	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884347	Pelagic			LLI	Low light adapted (LL)	496310	617	
2667527314	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-363-O16 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527314	Pelagic			Not Assigned	Low light adapted (LL)	1348350	1497	
2716884731	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-388-J02	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884731	Pelagic			HLI	High light adapted (HL)	1721047	2064	
2716884270	Bacteria	Draft	bioGEOTRACES-SingleCells	Prochlorococcus sp. AG-436-J08	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884270	Pelagic			LLIV	Low light adapted (LL)	906601	1004	
2716884707	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-321-G20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884707	Pelagic			HLI	High light adapted (HL)	566495	665	
2716884647	Bacteria	Draft	BiGRAPA-SouthPacific-SingleCells	Prochlorococcus sp. AG-321-M21	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2716884647	Pelagic			HLI	High light adapted (HL)	827358	1004	
2818991555	Bacteria	Permanent Draft	Picocyanobacteria from Anoxic Marine Zones of the Pacific Ocean	Prochlorococcus sp. SCGC AG-937-D18	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2818991555	Oceanic		100			1075781	1105	
2667527260	Bacteria	Draft	HOT-BATS-SingleCells	Prochlorococcus sp. AG-402-I20 (Screened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2667527260	Pelagic			LLI	Low light adapted (LL)	1697147	1994	
2626541520	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 L2 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2626541520	Unclassified		53			1111251	1669	
2615840583	Bacteria	Permanent Draft	Microbial Oceanography of picocyanobacteria in the Oxygen Minimum Zones of the Eastern Pacific Ocean	Prochlorococcus sp. SCGC AC-669 O10 (contamination screened)	Canada's Michael Smith Genome Sciences Centre	2615840583	Unclassified		53			5666525	15894	
